age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
40,services,married,secondary,no,949,1,0,cellular,12,may,285,3,287,8,failure,0
34,management,married,tertiary,no,812,0,0,cellular,27,sep,156,2,279,1,failure,0
61,housemaid,married,primary,no,211,0,0,cellular,31,aug,443,2,186,3,failure,1
27,blue-collar,divorced,secondary,no,0,1,0,telephone,13,may,363,1,359,3,failure,0
58,blue-collar,divorced,secondary,no,1103,1,0,cellular,2,feb,226,1,202,4,failure,0
46,management,married,tertiary,no,0,0,0,cellular,18,nov,716,2,110,3,other,1
24,student,single,secondary,no,867,0,0,cellular,2,aug,135,7,108,8,other,0
26,admin.,single,tertiary,no,313,0,1,cellular,2,jun,199,1,96,2,success,1
31,admin.,single,secondary,no,255,0,0,cellular,27,jul,167,2,181,1,success,0
55,technician,married,secondary,no,511,1,0,cellular,1,jun,108,1,94,2,other,0
33,management,single,tertiary,no,718,1,0,cellular,29,jun,271,1,84,3,success,1
41,management,married,tertiary,no,285,1,0,cellular,31,aug,90,4,147,4,failure,0
45,blue-collar,married,secondary,no,392,1,0,cellular,21,nov,391,2,127,2,failure,0
34,admin.,married,secondary,no,5320,0,0,cellular,3,mar,114,6,467,5,other,0
51,services,married,secondary,no,107,1,0,telephone,13,may,99,2,369,4,failure,0
38,blue-collar,married,primary,no,1576,1,0,cellular,16,apr,144,1,328,2,other,0
37,technician,married,secondary,no,64,1,0,cellular,12,may,239,4,278,2,other,0
32,management,divorced,tertiary,no,874,0,0,cellular,21,nov,366,3,101,6,success,0
27,management,single,tertiary,no,1081,0,1,cellular,30,jan,158,3,206,2,other,0
55,housemaid,married,secondary,no,962,1,0,cellular,28,apr,623,1,181,3,success,1
35,admin.,married,secondary,no,1345,1,0,cellular,20,apr,163,1,271,1,failure,0
37,housemaid,divorced,secondary,no,226,0,1,cellular,19,nov,380,2,167,3,other,0
33,blue-collar,married,primary,no,2456,1,0,cellular,21,nov,552,3,127,1,failure,0
32,student,single,tertiary,no,0,0,0,cellular,6,aug,101,5,3,6,other,0
44,blue-collar,married,primary,no,103,1,0,cellular,12,may,79,1,329,2,failure,0
59,retired,married,primary,no,866,0,1,cellular,2,feb,88,1,208,1,other,0
31,admin.,married,secondary,no,389,1,0,cellular,7,dec,69,1,185,2,failure,0
32,services,married,secondary,no,687,0,0,cellular,14,may,415,3,296,2,other,0
44,services,married,secondary,no,-230,1,1,cellular,20,nov,352,1,177,1,failure,0
44,management,married,tertiary,no,254,1,1,cellular,11,may,145,2,300,3,failure,0
33,admin.,married,secondary,no,1293,1,0,cellular,15,may,245,9,373,2,failure,0
36,unemployed,single,tertiary,no,953,1,0,cellular,31,aug,102,2,101,3,failure,0
64,self-employed,married,tertiary,no,661,0,0,cellular,21,dec,367,2,294,2,failure,1
36,management,divorced,tertiary,no,649,0,0,cellular,16,jul,237,2,91,1,failure,0
48,services,married,secondary,no,440,1,0,cellular,20,apr,611,1,312,1,failure,0
37,management,married,tertiary,no,4089,1,0,cellular,2,feb,289,2,174,4,other,1
38,entrepreneur,married,secondary,no,0,1,1,cellular,20,apr,305,2,154,1,failure,0
61,housemaid,married,primary,no,848,0,0,cellular,27,apr,605,1,187,1,other,0
53,self-employed,married,tertiary,no,451,1,0,cellular,2,feb,125,1,249,2,failure,0
38,technician,single,secondary,no,12926,1,0,cellular,6,apr,271,2,307,1,failure,0
43,blue-collar,married,secondary,no,948,1,0,cellular,17,apr,185,1,336,2,other,0
37,technician,married,secondary,no,1458,0,0,cellular,22,mar,344,1,326,1,success,0
50,entrepreneur,married,primary,no,199,0,0,cellular,11,may,228,2,363,2,failure,0
35,management,single,tertiary,no,1891,1,0,cellular,3,feb,188,3,270,5,failure,0
32,services,single,secondary,no,481,1,0,cellular,13,may,150,3,174,4,failure,0
27,blue-collar,single,secondary,no,100,1,0,cellular,11,may,177,4,367,1,failure,0
37,management,married,tertiary,no,789,1,1,cellular,11,aug,93,1,190,2,other,0
45,management,single,tertiary,no,16,0,0,cellular,18,nov,100,1,110,2,failure,0
56,technician,single,tertiary,no,-528,0,0,cellular,28,jan,290,2,184,2,failure,0
48,management,married,tertiary,no,3842,0,0,cellular,1,oct,168,1,122,2,success,0
56,management,married,tertiary,no,73,1,0,cellular,8,may,122,1,368,2,failure,0
31,management,married,tertiary,no,302,1,1,cellular,4,feb,181,1,257,1,failure,0
60,housemaid,married,primary,no,211,0,0,cellular,26,feb,480,2,189,1,failure,0
54,admin.,single,secondary,no,1958,0,0,telephone,29,jan,179,1,206,6,failure,0
60,management,married,secondary,no,0,0,0,cellular,20,may,321,4,87,8,failure,0
58,management,married,tertiary,no,0,1,1,cellular,6,may,293,1,351,2,failure,0
37,services,single,secondary,no,174,1,0,cellular,2,feb,134,1,271,2,failure,0
41,blue-collar,married,secondary,no,-648,1,0,cellular,12,may,104,3,172,2,failure,0
49,self-employed,married,tertiary,no,147,0,1,cellular,2,feb,559,1,189,4,failure,0
37,technician,married,tertiary,no,341,0,0,cellular,13,aug,287,3,182,3,success,1
75,retired,divorced,tertiary,no,3810,1,0,cellular,16,nov,262,1,183,1,failure,1
19,student,single,secondary,no,424,0,0,cellular,30,jun,121,3,195,2,other,0
39,management,single,tertiary,no,93,1,1,cellular,13,may,196,2,331,3,failure,0
37,admin.,single,secondary,no,20,1,0,cellular,11,may,207,1,370,1,failure,0
52,blue-collar,married,secondary,no,955,0,1,cellular,17,jun,301,2,134,4,success,1
32,admin.,single,tertiary,no,1531,1,0,cellular,15,may,58,1,352,5,failure,0
34,management,single,tertiary,no,747,0,0,cellular,31,aug,72,2,98,1,failure,0
44,self-employed,married,primary,no,414,1,0,cellular,4,feb,138,1,272,2,other,0
40,blue-collar,married,secondary,no,356,1,1,cellular,7,may,1254,3,365,1,failure,0
31,admin.,married,secondary,no,3052,1,1,cellular,20,nov,115,2,177,2,failure,0
54,technician,divorced,secondary,no,0,1,1,cellular,3,feb,62,2,203,5,failure,0
37,blue-collar,married,secondary,no,688,1,0,cellular,9,feb,158,2,279,2,failure,0
60,management,married,secondary,no,544,0,0,cellular,12,jun,95,7,357,2,failure,1
70,retired,married,secondary,no,2815,0,0,cellular,26,apr,125,2,182,1,failure,0
39,services,divorced,secondary,no,892,1,0,cellular,20,nov,34,1,171,1,failure,0
45,housemaid,married,secondary,no,4068,0,0,cellular,30,sep,314,1,41,1,success,0
70,retired,married,primary,no,579,0,0,cellular,11,feb,82,2,181,1,failure,0
38,blue-collar,married,secondary,no,105,1,0,cellular,28,jan,158,1,265,2,failure,0
27,technician,single,secondary,no,223,0,1,cellular,29,jan,253,2,192,3,success,0
60,services,married,tertiary,no,4256,1,0,cellular,16,aug,239,3,761,1,other,1
34,entrepreneur,single,secondary,no,318,1,0,cellular,6,oct,88,1,169,3,failure,0
26,blue-collar,single,primary,no,17,1,0,cellular,15,may,86,2,367,2,failure,0
33,blue-collar,single,secondary,no,142,1,0,cellular,14,may,123,1,360,3,other,0
30,blue-collar,married,primary,no,201,1,0,cellular,5,mar,116,7,186,13,success,0
37,self-employed,divorced,secondary,no,1082,0,0,cellular,2,feb,127,3,5,5,other,0
34,blue-collar,married,secondary,no,10,1,1,cellular,11,may,196,2,356,1,failure,0
34,management,married,tertiary,no,3301,1,0,cellular,17,sep,164,5,92,6,success,1
38,technician,single,secondary,no,1255,1,0,cellular,17,nov,151,2,171,2,failure,0
30,technician,single,secondary,no,156,1,0,cellular,25,may,157,4,363,5,failure,0
28,student,single,tertiary,no,682,1,0,cellular,29,jan,356,1,255,2,other,0
28,unemployed,married,secondary,no,293,1,0,cellular,20,apr,230,1,329,3,failure,0
58,retired,married,secondary,no,801,0,0,cellular,30,apr,249,1,85,1,other,0
29,blue-collar,married,secondary,no,751,1,0,cellular,6,may,211,1,288,5,success,0
47,blue-collar,married,secondary,no,1568,1,0,cellular,21,may,226,3,91,8,success,1
26,blue-collar,single,secondary,no,184,0,0,cellular,3,feb,110,2,6,1,other,0
31,blue-collar,single,secondary,no,573,1,0,telephone,5,feb,58,1,269,2,failure,0
43,blue-collar,married,primary,no,60,0,0,cellular,8,may,487,2,367,2,other,0
28,student,single,tertiary,no,3733,1,0,cellular,21,aug,419,5,91,7,success,0
33,management,married,tertiary,no,0,1,0,cellular,14,apr,535,3,328,1,failure,1
56,retired,married,primary,no,16432,0,0,cellular,19,feb,702,2,189,2,failure,0
37,admin.,single,tertiary,no,2317,1,0,cellular,20,apr,114,1,152,2,failure,0
43,services,married,primary,no,2557,1,0,telephone,15,apr,165,2,327,3,failure,1
31,management,single,tertiary,no,1130,1,0,cellular,17,apr,224,3,74,4,failure,0
57,technician,married,primary,no,1276,1,0,cellular,30,jan,44,1,200,4,failure,0
49,management,married,tertiary,no,734,1,0,cellular,7,may,42,2,324,3,failure,0
53,management,divorced,tertiary,no,2152,0,0,cellular,4,may,520,2,80,3,success,0
30,technician,single,tertiary,no,53,0,0,cellular,30,oct,155,1,184,1,success,0
47,technician,married,secondary,no,57,0,0,cellular,5,may,253,1,342,1,success,0
49,admin.,married,secondary,no,1096,1,0,cellular,17,apr,609,1,303,5,failure,0
30,blue-collar,married,secondary,no,313,1,1,cellular,6,may,311,3,364,1,failure,0
59,retired,married,tertiary,no,148,1,1,cellular,8,may,685,2,366,1,other,1
32,blue-collar,married,primary,no,2,1,1,cellular,20,apr,180,3,284,1,failure,0
24,student,single,secondary,no,1234,0,0,cellular,21,jul,314,1,156,2,success,1
35,technician,single,secondary,no,-476,1,0,cellular,20,nov,57,6,177,4,failure,0
33,management,married,tertiary,no,621,0,0,cellular,19,nov,1435,3,99,5,failure,0
36,student,single,tertiary,no,129,0,0,cellular,28,jan,918,1,93,1,success,1
30,self-employed,single,tertiary,no,48,0,0,cellular,27,may,144,2,187,1,failure,0
36,admin.,divorced,tertiary,no,289,1,1,cellular,28,aug,67,3,280,4,failure,0
41,self-employed,single,tertiary,no,10346,0,0,cellular,14,dec,352,1,182,3,success,0
26,management,divorced,tertiary,yes,-402,0,1,cellular,29,jan,66,2,262,2,failure,0
30,blue-collar,single,primary,no,413,1,0,cellular,15,may,148,1,345,4,other,0
73,retired,married,secondary,no,2850,0,0,cellular,8,oct,512,1,144,7,failure,0
31,management,single,tertiary,no,4533,0,0,cellular,14,jun,262,3,98,3,other,0
57,services,married,secondary,no,5486,1,0,cellular,11,may,86,7,285,3,failure,0
37,housemaid,divorced,secondary,no,1040,1,0,cellular,13,may,199,1,173,2,failure,0
33,admin.,single,secondary,no,2554,1,0,telephone,6,apr,125,3,249,15,failure,0
40,management,single,tertiary,no,1509,0,0,cellular,12,may,333,1,58,3,failure,0
76,retired,married,tertiary,no,2991,0,0,cellular,22,oct,344,1,183,1,success,1
32,technician,single,tertiary,no,1246,1,0,cellular,30,apr,509,1,85,2,success,1
53,blue-collar,married,secondary,no,1027,0,0,cellular,21,nov,102,1,121,1,failure,0
39,services,married,secondary,no,-762,1,1,cellular,8,may,40,6,343,2,failure,0
27,admin.,married,secondary,no,3160,1,0,cellular,5,may,209,5,343,1,failure,0
47,admin.,married,secondary,no,3676,0,0,cellular,15,jul,415,2,342,1,other,1
40,blue-collar,married,primary,no,2805,1,0,cellular,14,may,173,6,353,23,failure,0
39,management,single,tertiary,no,2651,0,0,cellular,6,apr,139,2,136,5,other,0
34,management,single,tertiary,no,382,0,0,cellular,5,feb,148,1,94,1,failure,0
32,management,single,tertiary,no,623,0,0,cellular,6,jul,335,3,194,2,failure,1
38,housemaid,divorced,secondary,no,70,0,0,cellular,27,jan,164,4,92,4,success,1
35,blue-collar,married,primary,no,-367,1,0,cellular,11,may,77,1,350,1,failure,0
30,technician,single,secondary,no,323,0,0,cellular,25,jan,116,1,151,3,failure,0
32,technician,married,secondary,no,169,1,0,cellular,12,may,85,4,350,1,failure,0
58,management,divorced,tertiary,no,5701,0,0,cellular,30,apr,354,1,87,1,success,1
32,admin.,married,secondary,no,3052,1,1,cellular,20,apr,253,3,151,4,failure,0
43,admin.,married,secondary,no,1220,1,0,cellular,20,apr,349,2,339,1,other,0
30,management,married,tertiary,no,101,1,0,cellular,17,nov,348,1,123,1,failure,0
31,blue-collar,married,secondary,no,658,1,1,cellular,17,apr,268,1,270,1,failure,0
38,admin.,married,primary,no,3913,1,0,cellular,20,apr,196,2,315,2,failure,0
34,blue-collar,married,secondary,no,360,1,0,telephone,19,nov,46,1,182,2,failure,0
53,management,married,secondary,no,218,1,0,cellular,12,may,27,6,344,12,failure,0
34,self-employed,married,tertiary,no,980,0,0,cellular,31,aug,69,2,54,4,failure,0
53,admin.,divorced,secondary,no,0,1,0,cellular,5,may,246,1,344,1,failure,0
33,blue-collar,married,secondary,no,2502,1,0,cellular,20,apr,285,1,270,1,failure,0
40,services,divorced,secondary,no,1062,1,0,cellular,15,apr,389,2,299,4,failure,0
29,blue-collar,married,primary,no,79,1,0,cellular,18,may,27,4,356,2,failure,0
50,self-employed,married,tertiary,no,202,1,0,cellular,15,apr,107,1,148,4,failure,0
26,technician,single,tertiary,no,-67,1,0,cellular,13,aug,143,1,90,1,success,0
38,services,married,secondary,no,4017,0,0,cellular,4,aug,470,1,96,3,success,1
49,management,married,tertiary,no,6613,0,0,cellular,19,nov,106,1,155,3,failure,0
51,management,married,tertiary,no,5108,1,0,cellular,8,oct,272,1,102,8,other,0
43,technician,married,secondary,no,0,1,1,cellular,4,feb,539,8,204,5,failure,0
48,services,married,secondary,no,0,1,0,cellular,2,apr,146,1,267,1,failure,0
43,management,single,tertiary,no,-56,1,0,cellular,18,nov,146,2,151,14,failure,0
43,management,married,tertiary,no,489,1,0,cellular,8,may,130,1,172,2,other,0
29,entrepreneur,single,tertiary,no,219,1,0,cellular,18,may,76,2,356,1,failure,0
56,management,married,secondary,no,1928,0,0,cellular,16,mar,61,6,115,4,failure,0
50,blue-collar,married,primary,no,1549,1,0,cellular,11,may,445,2,299,6,other,0
36,unemployed,married,tertiary,no,7222,1,0,cellular,4,nov,116,4,154,1,failure,0
39,management,single,tertiary,no,-145,1,0,cellular,2,feb,268,2,196,2,failure,0
30,management,single,tertiary,no,147,0,0,cellular,9,sep,234,1,100,1,failure,1
34,admin.,married,secondary,no,48,1,0,cellular,7,may,1806,2,287,3,other,1
32,entrepreneur,married,tertiary,no,964,1,0,cellular,19,nov,130,1,120,2,failure,0
29,admin.,married,tertiary,no,167,1,1,cellular,13,oct,357,2,237,2,failure,0
53,blue-collar,divorced,secondary,no,1912,1,1,cellular,7,apr,210,1,253,2,failure,0
34,unemployed,married,secondary,no,428,1,0,cellular,7,apr,221,2,267,3,other,0
31,technician,divorced,secondary,no,0,0,0,cellular,29,jan,138,2,164,4,other,0
89,retired,divorced,primary,no,1323,0,0,telephone,29,dec,207,4,189,1,other,0
32,admin.,single,secondary,no,1,0,0,cellular,2,feb,75,1,208,1,failure,0
24,technician,single,tertiary,no,10,1,0,cellular,18,may,78,2,367,2,other,0
50,technician,divorced,secondary,no,0,1,0,cellular,14,may,109,3,92,3,failure,0
50,management,divorced,tertiary,no,-5,1,0,cellular,5,feb,1118,1,8,1,other,0
34,admin.,married,secondary,no,2374,1,0,cellular,9,nov,161,1,209,2,failure,1
46,technician,married,tertiary,no,157,0,0,cellular,5,feb,120,2,224,1,failure,0
43,blue-collar,married,secondary,no,1927,1,0,cellular,20,apr,149,1,152,1,failure,0
26,unemployed,single,secondary,no,771,0,0,cellular,22,jun,113,1,109,1,failure,0
46,blue-collar,married,primary,no,676,1,0,cellular,20,nov,825,6,174,4,failure,0
35,technician,divorced,tertiary,no,4515,1,0,cellular,11,may,66,3,173,2,failure,0
31,management,single,tertiary,no,62,1,0,cellular,18,may,175,1,293,5,failure,0
76,retired,married,primary,no,3324,0,0,cellular,13,nov,122,1,92,3,success,1
60,management,married,secondary,no,0,0,0,telephone,19,oct,1745,3,62,3,failure,0
28,technician,single,secondary,no,769,1,0,cellular,15,may,153,1,371,2,failure,0
39,admin.,single,secondary,no,2345,1,0,cellular,8,may,491,2,344,2,failure,1
38,management,married,tertiary,no,0,1,0,cellular,13,may,537,5,303,2,failure,0
58,services,divorced,secondary,no,462,0,0,cellular,13,nov,495,1,93,1,success,1
33,technician,married,secondary,no,1026,0,0,cellular,4,aug,87,1,1,5,failure,0
49,blue-collar,married,secondary,no,-202,1,1,cellular,8,may,608,2,170,5,failure,0
30,student,single,secondary,no,1779,0,0,cellular,11,aug,233,1,433,1,success,1
36,admin.,single,tertiary,no,649,0,0,cellular,19,nov,224,1,111,1,other,0
33,technician,married,secondary,no,348,1,0,cellular,7,may,263,2,294,1,success,0
42,admin.,married,secondary,no,1133,1,0,cellular,4,feb,161,4,212,3,failure,0
32,self-employed,married,secondary,no,409,0,0,cellular,3,jun,115,2,86,2,success,1
41,admin.,single,secondary,no,219,1,0,cellular,28,jan,119,1,268,1,other,0
48,blue-collar,married,secondary,no,1143,1,0,cellular,17,apr,264,1,317,1,failure,0
41,services,married,secondary,no,446,1,0,cellular,7,apr,93,3,140,2,failure,0
42,blue-collar,married,secondary,no,429,1,0,cellular,18,may,110,1,370,1,failure,0
39,blue-collar,married,primary,no,3419,1,0,cellular,13,may,155,1,327,5,failure,0
51,management,single,tertiary,no,6030,1,0,cellular,18,nov,157,2,110,3,failure,0
37,management,married,tertiary,no,1276,0,0,cellular,16,nov,146,1,94,2,success,1
37,technician,married,secondary,no,7957,0,0,cellular,19,nov,706,1,111,2,failure,0
49,services,married,secondary,no,2409,1,0,cellular,13,may,272,4,293,2,failure,0
45,technician,married,secondary,no,280,1,0,cellular,4,may,562,3,168,2,other,0
34,admin.,married,secondary,no,1406,1,0,cellular,20,aug,63,2,85,1,success,1
33,management,single,tertiary,no,201,1,0,cellular,19,nov,171,1,183,1,failure,0
52,admin.,divorced,secondary,no,3029,1,1,cellular,12,may,65,2,285,2,failure,0
37,management,married,tertiary,no,2987,1,0,telephone,16,nov,135,8,96,1,success,0
45,blue-collar,married,primary,no,900,1,0,telephone,15,may,26,1,340,1,failure,0
46,blue-collar,single,secondary,no,-100,1,0,cellular,8,may,445,2,303,1,failure,0
55,management,single,tertiary,no,0,0,0,cellular,3,nov,222,3,187,3,failure,0
37,admin.,married,secondary,no,1314,1,0,cellular,12,feb,118,4,210,3,failure,1
50,management,married,tertiary,no,2366,0,0,cellular,28,jan,816,2,149,1,other,1
39,management,divorced,tertiary,no,4692,1,0,telephone,19,nov,214,2,174,2,success,0
31,services,single,secondary,no,1510,1,0,cellular,13,may,72,4,176,1,failure,0
44,entrepreneur,married,tertiary,no,121,0,0,cellular,9,nov,248,1,91,1,success,1
67,retired,married,primary,no,942,0,0,cellular,6,nov,455,2,84,2,other,1
32,management,single,tertiary,no,156,1,0,cellular,4,feb,82,2,246,6,failure,0
54,technician,married,secondary,no,0,0,0,telephone,30,apr,766,3,84,3,success,1
46,blue-collar,married,primary,no,4170,1,1,cellular,12,may,118,2,357,3,failure,0
46,self-employed,married,secondary,no,706,0,0,cellular,21,may,588,1,386,3,failure,1
38,blue-collar,married,secondary,no,395,1,0,cellular,8,may,83,1,367,2,failure,0
59,retired,married,primary,no,741,0,0,cellular,19,nov,194,2,152,2,failure,0
36,technician,married,tertiary,no,341,0,0,cellular,12,feb,419,2,183,1,success,1
32,blue-collar,married,secondary,no,10287,1,0,cellular,27,may,281,4,188,1,failure,1
36,blue-collar,single,primary,no,736,1,0,cellular,16,apr,114,2,304,2,failure,0
40,technician,married,tertiary,no,206,0,0,cellular,23,apr,499,6,185,4,success,1
40,services,divorced,primary,no,471,1,0,cellular,16,apr,1156,1,345,2,failure,1
47,housemaid,married,primary,no,201,1,0,cellular,7,aug,58,2,382,1,failure,0
32,technician,single,tertiary,no,1855,0,0,cellular,15,sep,126,2,134,1,other,1
37,admin.,single,secondary,no,0,1,1,cellular,3,sep,144,2,463,6,failure,0
